"CMS Certification Number (CCN)",HHCAHPS Survey Summary Star Rating,HHCAHPS Survey Summary Star Rating Footnote,Star Rating for health team gave care in a professional way,Footnote for Star Rating for gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Footnote for Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Footnote for Star Rating for communicated well with them,Percent of patients who reported that their home health team communicated well with them,Footnote for Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Footnote Star Rating discussed medicines, pain, home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them","Footnote for Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Footnote for Star Rating for overall care from agency,"Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Footnote for Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0(lowest) to 10(highest)","Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family","Footnote for Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Footnote for number of completed surveys,Survey response rate,Footnote for Survey response rate,Footnote Number
037470,Not Available,11,Not Available,11,88,11,Not Available,11,83,11,Not Available,11,78,11,Not Available,11,79,11,76,11,30,11,24,11,11
037471,Not Available,11,Not Available,11,88,11,Not Available,11,75,11,Not Available,11,87,11,Not Available,11,78,11,67,11,14,11,25,11,11
037472,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037473,Not Available,11,Not Available,11,85,11,Not Available,11,75,11,Not Available,11,69,11,Not Available,11,73,11,73,11,34,11,17,11,11
037474,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037475,2,,2,,83,,2,,80,,2,,70,,1,,75,,69,,159,,21,,
037476,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037477,3,,3,,87,,4,,83,,3,,80,,3,,82,,75,,119,,29,,
037478,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037479,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037480,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037481,1,11,1,11,72,11,1,11,70,11,1,11,57,11,1,11,59,11,59,11,63,11,12,11,11
037482,3,,3,,85,,3,,81,,2,,73,,2,,79,,63,,91,,30,,
037484,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037485,Not Available,11,Not Available,11,83,11,Not Available,11,79,11,Not Available,11,69,11,Not Available,11,69,11,66,11,35,11,29,11,11
037486,5,11,5,11,96,11,5,11,94,11,4,11,86,11,5,11,97,11,94,11,69,11,40,11,11
037487,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037489,5,11,5,11,99,11,5,11,99,11,5,11,91,11,5,11,100,11,98,11,47,11,34,11,11
037492,3,,3,,88,,3,,82,,2,,75,,2,,79,,73,,391,,23,,
037493,3,11,3,11,90,11,2,11,81,11,3,11,83,11,3,11,84,11,88,11,51,11,29,11,11
037494,3,,3,,88,,3,,83,,3,,79,,2,,80,,74,,445,,30,,
037496,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037497,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037498,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037499,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037500,5,,4,,92,,5,,90,,4,,87,,5,,96,,95,,104,,40,,
037501,Not Available,11,Not Available,11,91,11,Not Available,11,87,11,Not Available,11,66,11,Not Available,11,77,11,75,11,24,11,41,11,11
037502,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037802,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037803,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037804,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037805,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037806,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037807,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037808,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037809,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037810,3,11,2,11,80,11,2,11,79,11,3,11,76,11,3,11,83,11,75,11,45,11,14,11,11
037811,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037812,5,11,5,11,92,11,3,11,87,11,5,11,95,11,5,11,94,11,79,11,68,11,25,11,11
037813,4,,4,,91,,5,,91,,4,,84,,4,,89,,88,,138,,30,,
037814,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037815,3,,4,,88,,3,,84,,2,,70,,2,,76,,70,,172,,24,,
037817,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037818,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037819,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037820,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037821,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037822,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037824,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037825,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037826,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037827,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037828,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037829,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
037830,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047001,3,,3,,87,,3,,82,,3,,77,,2,,78,,70,,144,,21,,
047004,4,,4,,90,,5,,92,,4,,87,,4,,84,,82,,93,,28,,
047006,4,,4,,91,,5,,87,,3,,83,,3,,85,,81,,269,,25,,
047009,4,,4,,90,,5,,88,,3,,82,,3,,82,,83,,101,,28,,
047010,4,,4,,92,,5,,91,,4,,85,,4,,88,,79,,245,,27,,
047011,4,,4,,90,,5,,89,,4,,86,,4,,88,,80,,149,,37,,
047016,4,,4,,91,,5,,90,,3,,83,,3,,85,,81,,352,,38,,
047020,4,,4,,92,,4,,87,,4,,85,,4,,87,,82,,270,,26,,
047021,4,,3,,90,,5,,90,,3,,80,,4,,88,,84,,229,,29,,
047024,5,,5,,95,,5,,90,,3,,80,,5,,96,,94,,119,,30,,
047025,4,11,4,11,92,11,5,11,89,11,2,11,75,11,4,11,89,11,87,11,62,11,24,11,11
047028,3,,3,,88,,3,,85,,3,,82,,3,,85,,79,,557,,21,,
047029,3,,3,,86,,3,,83,,3,,81,,3,,82,,78,,202,,18,,
047030,Not Available,9,Not Available,9,78,9,Not Available,9,75,9,Not Available,9,92,9,Not Available,9,91,9,60,9,9,9,35,9,9
047031,5,11,5,11,96,11,5,11,90,11,3,11,82,11,5,11,94,11,92,11,45,11,41,11,11
047032,5,,5,,93,,5,,92,,4,,84,,4,,89,,84,,162,,27,,
047033,4,,4,,90,,4,,86,,4,,85,,3,,86,,79,,344,,22,,
047034,Not Available,11,Not Available,11,84,11,Not Available,11,86,11,Not Available,11,84,11,Not Available,11,83,11,83,11,18,11,22,11,11
047035,4,,4,,91,,5,,90,,4,,85,,4,,92,,83,,319,,29,,
047038,3,,3,,86,,4,,83,,3,,80,,3,,81,,78,,273,,22,,
047043,4,,3,,88,,4,,85,,4,,84,,3,,81,,79,,233,,27,,
047044,4,,5,,94,,5,,92,,3,,82,,4,,90,,81,,93,,24,,
047046,5,,5,,93,,5,,92,,5,,91,,5,,93,,89,,183,,34,,
047048,4,11,4,11,90,11,5,11,90,11,4,11,85,11,3,11,86,11,84,11,58,11,35,11,11
047052,4,,4,,90,,5,,90,,4,,84,,4,,84,,84,,122,,26,,
047056,5,,5,,95,,5,,90,,3,,80,,5,,94,,88,,76,,25,,
047057,4,,4,,89,,4,,86,,4,,87,,3,,85,,75,,191,,21,,
047070,3,,2,,83,,4,,85,,3,,81,,2,,79,,80,,73,,21,,
047080,5,,5,,93,,5,,91,,4,,88,,4,,88,,86,,334,,30,,
047081,5,,5,,98,,5,,95,,5,,93,,5,,98,,96,,75,,41,,
047082,5,11,5,11,94,11,5,11,91,11,4,11,84,11,5,11,97,11,84,11,60,11,22,11,11
047083,5,,5,,95,,5,,93,,4,,89,,5,,95,,91,,171,,28,,
047087,5,,5,,93,,5,,94,,5,,91,,5,,95,,87,,136,,36,,
047088,Not Available,11,Not Available,11,94,11,Not Available,11,93,11,Not Available,11,83,11,Not Available,11,79,11,67,11,21,11,18,11,11
047090,4,,4,,91,,4,,88,,4,,85,,4,,90,,80,,459,,24,,
047093,4,,4,,91,,5,,89,,3,,81,,4,,88,,84,,508,,25,,
047096,4,,4,,91,,4,,87,,3,,83,,4,,85,,83,,86,,34,,
047097,4,,4,,92,,5,,92,,4,,86,,4,,93,,91,,142,,33,,
047099,3,,4,,90,,4,,84,,3,,76,,2,,81,,74,,104,,20,,
047102,4,,4,,89,,5,,92,,3,,82,,4,,85,,82,,131,,20,,
047104,5,11,5,11,92,11,5,11,89,11,4,11,89,11,5,11,88,11,81,11,59,11,20,11,11
047105,4,,5,,93,,4,,86,,4,,85,,4,,87,,82,,268,,24,,
047108,4,,4,,92,,5,,91,,4,,89,,4,,91,,86,,185,,30,,
047109,5,,5,,92,,5,,90,,4,,86,,4,,89,,83,,125,,28,,
047114,Not Available,11,Not Available,11,91,11,Not Available,11,85,11,Not Available,11,66,11,Not Available,11,84,11,74,11,24,11,20,11,11
047115,4,,4,,92,,5,,89,,4,,88,,4,,89,,84,,480,,31,,
047116,Not Available,11,Not Available,11,88,11,Not Available,11,88,11,Not Available,11,84,11,Not Available,11,92,11,87,11,28,11,26,11,11
047117,3,,3,,89,,4,,86,,3,,83,,3,,87,,78,,373,,21,,
047118,4,11,4,11,90,11,5,11,89,11,3,11,83,11,4,11,85,11,87,11,52,11,25,11,11
047122,4,,4,,92,,5,,91,,4,,85,,4,,87,,76,,142,,23,,
047127,5,11,5,11,96,11,5,11,93,11,5,11,90,11,5,11,94,11,91,11,50,11,19,11,11
047128,5,,4,,93,,5,,91,,5,,90,,5,,94,,89,,227,,24,,
047133,5,,4,,92,,5,,91,,5,,90,,4,,90,,88,,350,,34,,
047134,5,,5,,92,,5,,92,,4,,87,,4,,91,,88,,217,,30,,
047135,4,11,4,11,86,11,4,11,85,11,3,11,82,11,4,11,86,11,75,11,43,11,23,11,11
047138,4,,4,,91,,5,,88,,4,,85,,4,,87,,81,,507,,29,,
047139,5,,5,,92,,5,,90,,3,,83,,5,,94,,88,,97,,36,,
047140,5,11,5,11,93,11,5,11,92,11,4,11,86,11,5,11,95,11,90,11,59,11,25,11,11
047145,4,,3,,89,,4,,87,,4,,86,,3,,85,,82,,258,,23,,
047147,4,,4,,91,,5,,89,,3,,78,,3,,82,,84,,93,,22,,
047148,5,,5,,94,,5,,94,,4,,88,,5,,95,,93,,128,,33,,
047149,4,,4,,91,,5,,89,,3,,82,,4,,89,,87,,300,,31,,
047151,4,,4,,89,,4,,88,,4,,86,,3,,84,,82,,541,,26,,
047153,4,11,5,11,96,11,4,11,84,11,3,11,77,11,5,11,93,11,91,11,48,11,31,11,11
047156,Not Available,11,Not Available,11,90,11,Not Available,11,82,11,Not Available,11,78,11,Not Available,11,85,11,83,11,39,11,34,11,11
047162,Not Available,11,Not Available,11,93,11,Not Available,11,89,11,Not Available,11,89,11,Not Available,11,97,11,100,11,21,11,40,11,11
047167,5,,5,,93,,5,,90,,4,,89,,5,,92,,88,,106,,31,,
047168,3,,2,,87,,3,,84,,4,,85,,2,,82,,77,,197,,24,,
047169,4,,4,,92,,4,,88,,4,,89,,4,,90,,85,,147,,28,,
047170,3,,2,,85,,3,,83,,3,,76,,3,,85,,79,,215,,25,,
047172,4,,5,,92,,3,,83,,3,,81,,3,,84,,85,,136,,25,,
047173,4,,4,,89,,5,,89,,4,,86,,4,,90,,85,,133,,26,,
047174,3,,3,,87,,3,,84,,3,,83,,4,,87,,83,,100,,27,,
047175,5,,5,,95,,5,,89,,5,,92,,4,,86,,88,,75,,30,,
047176,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047178,5,,5,,93,,5,,89,,4,,87,,4,,90,,85,,147,,24,,
047179,3,11,3,11,90,11,4,11,90,11,2,11,70,11,3,11,91,11,86,11,66,11,27,11,11
047180,Not Available,11,Not Available,11,92,11,Not Available,11,90,11,Not Available,11,66,11,Not Available,11,97,11,65,11,13,11,16,11,11
047181,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
047306,Not Available,11,Not Available,11,99,11,Not Available,11,95,11,Not Available,11,94,11,Not Available,11,100,11,78,11,13,11,27,11,11
047326,5,11,5,11,92,11,5,11,89,11,5,11,92,11,4,11,86,11,87,11,64,11,20,11,11
047338,4,,4,,93,,5,,93,,4,,89,,4,,90,,87,,83,,27,,
047339,4,,4,,90,,5,,88,,4,,88,,3,,82,,82,,372,,32,,
047346,4,,4,,91,,5,,89,,4,,85,,4,,88,,84,,409,,29,,
047803,5,,5,,92,,5,,92,,4,,86,,5,,93,,88,,114,,31,,
047818,3,,3,,90,,4,,88,,3,,79,,2,,90,,88,,91,,27,,
047823,4,,4,,89,,4,,86,,3,,83,,4,,90,,84,,149,,22,,
047824,4,,4,,92,,5,,88,,3,,80,,4,,88,,81,,108,,26,,
047838,3,11,3,11,86,11,2,11,80,11,4,11,88,11,2,11,80,11,78,11,58,11,23,11,11
047840,3,11,2,11,85,11,2,11,78,11,3,11,82,11,3,11,86,11,73,11,62,11,23,11,11
047844,4,,4,,92,,4,,89,,3,,82,,3,,86,,76,,129,,23,,
047850,4,,4,,91,,5,,91,,3,,82,,4,,92,,85,,123,,28,,
047853,3,,3,,88,,4,,85,,3,,82,,3,,88,,82,,115,,16,,
047855,4,,4,,91,,5,,92,,4,,88,,4,,93,,85,,89,,25,,
047870,3,,3,,89,,3,,86,,4,,84,,3,,85,,77,,73,,22,,
053100,2,11,3,11,84,11,2,11,80,11,1,11,65,11,3,11,79,11,78,11,52,11,30,11,11
053101,Not Available,11,Not Available,11,80,11,Not Available,11,70,11,Not Available,11,70,11,Not Available,11,64,11,53,11,36,11,35,11,11
053102,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053103,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053105,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053106,Not Available,9,Not Available,9,89,9,Not Available,9,86,9,Not Available,9,72,9,Not Available,9,96,9,94,9,9,9,14,9,9
053107,Not Available,11,Not Available,11,90,11,Not Available,11,96,11,Not Available,11,92,11,Not Available,11,100,11,90,11,11,11,7,11,11
053108,Not Available,11,Not Available,11,91,11,Not Available,11,88,11,Not Available,11,86,11,Not Available,11,90,11,87,11,31,11,33,11,11
053109,Not Available,11,Not Available,11,87,11,Not Available,11,90,11,Not Available,11,80,11,Not Available,11,90,11,75,11,17,11,30,11,11
053110,Not Available,11,Not Available,11,83,11,Not Available,11,77,11,Not Available,11,84,11,Not Available,11,96,11,76,11,24,11,8,11,11
053113,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053114,Not Available,9,Not Available,9,100,9,Not Available,9,96,9,Not Available,9,100,9,Not Available,9,100,9,100,9,7,9,13,9,9
053115,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053116,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053117,Not Available,9,Not Available,9,71,9,Not Available,9,65,9,Not Available,9,77,9,Not Available,9,51,9,34,9,10,9,17,9,9
053119,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053120,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053122,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053123,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053124,3,,3,,86,,3,,82,,3,,80,,2,,82,,71,,322,,22,,
053125,Not Available,11,Not Available,11,99,11,Not Available,11,99,11,Not Available,11,100,11,Not Available,11,100,11,99,11,31,11,18,11,11
053126,Not Available,11,Not Available,11,84,11,Not Available,11,91,11,Not Available,11,97,11,Not Available,11,87,11,83,11,13,11,12,11,11
053127,Not Available,11,Not Available,11,90,11,Not Available,11,88,11,Not Available,11,82,11,Not Available,11,87,11,87,11,18,11,18,11,11
053128,Not Available,11,Not Available,11,92,11,Not Available,11,85,11,Not Available,11,100,11,Not Available,11,99,11,75,11,12,11,12,11,11
053129,3,,3,,88,,3,,84,,2,,75,,2,,77,,74,,247,,21,,
053130,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053132,Not Available,9,Not Available,9,72,9,Not Available,9,68,9,Not Available,9,74,9,Not Available,9,48,9,47,9,8,9,10,9,9
053133,Not Available,11,Not Available,11,75,11,Not Available,11,85,11,Not Available,11,89,11,Not Available,11,82,11,67,11,34,11,16,11,11
053134,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053135,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
053136,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,Not Available,12,12
